Feature,Label,Precision,Recall,F1-Score,Support
freq_588_0,Average,0.4633333333333334,,,
freq_598_0,0.0,0.47,0.47,0.47,83
freq_598_0,1.0,0.41,0.1,0.16,89
freq_598_0,2.0,0.48,0.89,0.62,76
freq_598_0,Average,0.4533333333333333,,,
freq_608_0,0.0,0.53,0.51,0.52,83
freq_608_0,1.0,0.42,0.09,0.15,89
freq_608_0,2.0,0.45,0.89,0.6,76
freq_608_0,Average,0.4666666666666666,,,
freq_618_0,0.0,0.52,0.47,0.49,83
freq_618_0,1.0,0.42,0.12,0.19,89
freq_618_0,2.0,0.49,0.95,0.65,76
freq_618_0,Average,0.4766666666666666,,,
freq_628_0,0.0,0.53,0.48,0.5,83
freq_628_0,1.0,0.58,0.17,0.26,89
freq_628_0,2.0,0.46,0.88,0.6,76
freq_628_0,Average,0.5233333333333333,,,
freq_639_0,0.0,0.47,0.47,0.47,83
freq_639_0,1.0,0.38,0.06,0.1,89
freq_639_0,2.0,0.44,0.88,0.59,76
freq_639_0,Average,0.43,,,
freq_649_0,0.0,0.55,0.67,0.61,83
freq_649_0,1.0,0.71,0.06,0.1,89
freq_649_0,2.0,0.49,0.89,0.63,76
freq_649_0,Average,0.5833333333333334,,,
freq_659_0,0.0,0.48,0.52,0.5,83
freq_659_0,1.0,0.6,0.1,0.17,89
freq_659_0,2.0,0.46,0.87,0.6,76
freq_659_0,Average,0.5133333333333333,,,
freq_669_0,0.0,0.51,0.53,0.52,83
freq_669_0,1.0,0.29,0.04,0.08,89
freq_669_0,2.0,0.46,0.89,0.61,76
freq_669_0,Average,0.42,,,
freq_679_0,0.0,0.52,0.53,0.53,83
freq_679_0,1.0,0.52,0.12,0.2,89
freq_679_0,2.0,0.47,0.88,0.61,76
freq_679_0,Average,0.5033333333333333,,,
freq_689_0,0.0,0.48,0.48,0.48,83
freq_689_0,1.0,0.29,0.06,0.09,89
freq_689_0,2.0,0.49,0.96,0.65,76
freq_689_0,Average,0.42,,,
freq_699_0,0.0,0.44,0.47,0.46,83
freq_699_0,1.0,0.4,0.09,0.15,89
freq_699_0,2.0,0.5,0.92,0.65,76
freq_699_0,Average,0.4466666666666667,,,
freq_709_0,0.0,0.47,0.47,0.47,83
freq_709_0,1.0,0.33,0.04,0.08,89
freq_709_0,2.0,0.46,0.93,0.62,76
freq_709_0,Average,0.42,,,
freq_720_0,0.0,0.48,0.48,0.48,83
freq_720_0,1.0,0.4,0.04,0.08,89
freq_720_0,2.0,0.45,0.91,0.6,76
freq_720_0,Average,0.44333333333333336,,,
freq_730_0,0.0,0.52,0.57,0.54,83
freq_730_0,1.0,0.5,0.13,0.21,89
freq_730_0,2.0,0.5,0.88,0.64,76
freq_730_0,Average,0.5066666666666667,,,
freq_740_0,0.0,0.51,0.52,0.51,83
freq_740_0,1.0,0.42,0.09,0.15,89
freq_740_0,2.0,0.46,0.88,0.61,76
freq_740_0,Average,0.4633333333333333,,,
freq_750_0,0.0,0.52,0.47,0.49,83
freq_750_0,1.0,0.5,0.11,0.18,89
freq_750_0,2.0,0.47,0.95,0.63,76
freq_750_0,Average,0.49666666666666665,,,
freq_030_1,0.0,0.53,0.66,0.59,83
freq_030_1,1.0,0.56,0.39,0.46,89
freq_030_1,2.0,0.67,0.71,0.69,76
freq_030_1,Average,0.5866666666666668,,,
freq_051_1,0.0,0.5,0.69,0.58,83
freq_051_1,1.0,0.5,0.12,0.2,89
freq_051_1,2.0,0.54,0.8,0.65,76
freq_051_1,Average,0.5133333333333333,,,
freq_061_1,0.0,0.5,0.63,0.56,83
freq_061_1,1.0,0.58,0.12,0.2,89
freq_061_1,2.0,0.49,0.82,0.61,76
freq_061_1,Average,0.5233333333333333,,,
freq_071_1,0.0,0.54,0.67,0.6,83
freq_071_1,1.0,0.27,0.03,0.06,89
freq_071_1,2.0,0.5,0.88,0.64,76
freq_071_1,Average,0.4366666666666667,,,
freq_091_1,0.0,0.48,0.61,0.54,83
freq_091_1,1.0,0.5,0.01,0.02,89
freq_091_1,2.0,0.46,0.86,0.6,76
freq_091_1,Average,0.48,,,
freq_101_1,0.0,0.48,0.63,0.54,83
freq_101_1,1.0,0.5,0.02,0.04,89
freq_101_1,2.0,0.46,0.83,0.59,76
freq_101_1,Average,0.48,,,
freq_111_1,0.0,0.5,0.67,0.58,83
freq_111_1,1.0,0.5,0.02,0.04,89
freq_111_1,2.0,0.49,0.86,0.62,76
freq_111_1,Average,0.49666666666666665,,,
freq_122_1,0.0,0.54,0.53,0.53,83
freq_122_1,1.0,0.54,0.17,0.26,89
freq_122_1,2.0,0.49,0.89,0.64,76
freq_122_1,Average,0.5233333333333333,,,
freq_132_1,0.0,0.5,0.67,0.57,83
freq_132_1,1.0,0.4,0.02,0.04,89
freq_132_1,2.0,0.47,0.82,0.6,76
freq_132_1,Average,0.4566666666666667,,,
freq_142_1,0.0,0.51,0.69,0.58,83
freq_142_1,1.0,0.43,0.03,0.06,89
freq_142_1,2.0,0.49,0.83,0.61,76
freq_142_1,Average,0.4766666666666666,,,
freq_152_1,0.0,0.52,0.61,0.56,83
freq_152_1,1.0,0.36,0.11,0.17,89
freq_152_1,2.0,0.52,0.83,0.64,76
freq_152_1,Average,0.4666666666666666,,,
freq_162_1,0.0,0.48,0.66,0.56,83
freq_162_1,1.0,0.43,0.03,0.06,89
freq_162_1,2.0,0.47,0.78,0.58,76
freq_162_1,Average,0.45999999999999996,,,
freq_172_1,0.0,0.51,0.55,0.53,83
freq_172_1,1.0,0.53,0.45,0.48,89
freq_172_1,2.0,0.72,0.78,0.75,76
freq_172_1,Average,0.5866666666666667,,,
freq_193_1,0.0,0.46,0.55,0.5,83
freq_193_1,1.0,0.44,0.27,0.33,89
freq_193_1,2.0,0.63,0.76,0.69,76
freq_193_1,Average,0.51,,,
freq_213_1,0.0,0.55,0.57,0.56,83
freq_213_1,1.0,0.35,0.54,0.42,89
freq_213_1,2.0,0.71,0.22,0.34,76
freq_213_1,Average,0.5366666666666666,,,
freq_223_1,0.0,0.53,0.49,0.51,83
freq_223_1,1.0,0.36,0.6,0.45,89
freq_223_1,2.0,0.58,0.18,0.28,76
freq_223_1,Average,0.49,,,
freq_233_1,0.0,0.52,0.54,0.53,83
freq_233_1,1.0,0.44,0.47,0.45,89
freq_233_1,2.0,0.69,0.59,0.64,76
freq_233_1,Average,0.5499999999999999,,,
freq_243_1,0.0,0.47,0.49,0.48,83
freq_243_1,1.0,0.48,0.4,0.44,89
freq_243_1,2.0,0.69,0.78,0.73,76
freq_243_1,Average,0.5466666666666666,,,
freq_253_1,0.0,0.48,0.43,0.46,83
freq_253_1,1.0,0.45,0.6,0.51,89
freq_253_1,2.0,0.78,0.55,0.65,76
freq_253_1,Average,0.57,,,
freq_264_1,0.0,0.49,0.43,0.46,83
freq_264_1,1.0,0.51,0.49,0.5,89
freq_264_1,2.0,0.66,0.76,0.71,76
freq_264_1,Average,0.5533333333333333,,,
freq_274_1,0.0,0.53,0.48,0.51,83
freq_274_1,1.0,0.4,0.46,0.43,89
freq_274_1,2.0,0.75,0.7,0.72,76
freq_274_1,Average,0.56,,,
freq_284_1,0.0,0.62,0.51,0.56,83
freq_284_1,1.0,0.41,0.67,0.51,89
freq_284_1,2.0,0.7,0.3,0.42,76
freq_284_1,Average,0.5766666666666667,,,
freq_314_1,0.0,0.51,0.42,0.46,83
freq_314_1,1.0,0.44,0.58,0.5,89
freq_314_1,2.0,0.76,0.62,0.68,76
freq_314_1,Average,0.57,,,
freq_324_1,0.0,0.46,0.34,0.39,83
freq_324_1,1.0,0.47,0.64,0.54,89
freq_324_1,2.0,0.75,0.64,0.7,76
freq_324_1,Average,0.5599999999999999,,,
freq_334_1,0.0,0.47,0.29,0.36,83
freq_334_1,1.0,0.36,0.67,0.47,89
freq_334_1,2.0,0.5,0.2,0.28,76
freq_334_1,Average,0.44333333333333336,,,
freq_355_1,0.0,0.59,0.39,0.47,83
freq_355_1,1.0,0.38,0.73,0.5,89
freq_355_1,2.0,0.52,0.16,0.24,76
freq_355_1,Average,0.49666666666666665,,,
freq_385_1,0.0,0.42,0.33,0.37,83
freq_385_1,1.0,0.34,0.6,0.43,89
freq_385_1,2.0,0.45,0.17,0.25,76
freq_385_1,Average,0.4033333333333333,,,
freq_405_1,0.0,0.48,0.52,0.5,83
freq_405_1,1.0,0.49,0.44,0.46,89
freq_405_1,2.0,0.69,0.71,0.7,76
freq_405_1,Average,0.5533333333333333,,,
freq_446_1,0.0,0.53,0.31,0.39,83
freq_446_1,1.0,0.38,0.73,0.5,89
freq_446_1,2.0,0.48,0.17,0.25,76
freq_446_1,Average,0.4633333333333334,,,
freq_456_1,0.0,0.5,0.34,0.4,83
freq_456_1,1.0,0.44,0.67,0.53,89
freq_456_1,2.0,0.76,0.55,0.64,76
freq_456_1,Average,0.5666666666666667,,,
freq_466_1,0.0,0.51,0.46,0.48,83
freq_466_1,1.0,0.45,0.61,0.51,89
freq_466_1,2.0,0.75,0.53,0.62,76
freq_466_1,Average,0.57,,,
freq_486_1,0.0,0.57,0.66,0.61,83
freq_486_1,1.0,0.39,0.58,0.47,89
freq_486_1,2.0,0.47,0.11,0.17,76
freq_486_1,Average,0.4766666666666666,,,
freq_517_1,0.0,0.52,0.29,0.37,83
freq_517_1,1.0,0.38,0.78,0.51,89
freq_517_1,2.0,0.62,0.17,0.27,76
freq_517_1,Average,0.5066666666666667,,,
freq_527_1,0.0,0.47,0.49,0.48,83
freq_527_1,1.0,0.35,0.54,0.42,89
freq_527_1,2.0,0.5,0.14,0.22,76
freq_527_1,Average,0.43999999999999995,,,
freq_578_1,0.0,0.48,0.48,0.48,83
freq_578_1,1.0,0.35,0.57,0.44,89
freq_578_1,2.0,0.57,0.16,0.25,76
freq_578_1,Average,0.4666666666666666,,,
freq_588_1,0.0,0.51,0.57,0.53,83
freq_588_1,1.0,0.34,0.49,0.4,89
freq_588_1,2.0,0.62,0.2,0.3,76
freq_588_1,Average,0.49000000000000005,,,
freq_598_1,0.0,0.5,0.65,0.57,83
freq_598_1,1.0,0.33,0.44,0.38,89
freq_598_1,2.0,0.45,0.13,0.2,76
freq_598_1,Average,0.4266666666666667,,,
freq_608_1,0.0,0.5,0.76,0.61,83
freq_608_1,1.0,0.33,0.33,0.33,89
freq_608_1,2.0,0.57,0.26,0.36,76
freq_608_1,Average,0.4666666666666666,,,
freq_639_1,0.0,0.44,0.65,0.52,83
freq_639_1,1.0,0.23,0.25,0.24,89
freq_639_1,2.0,0.52,0.2,0.29,76
freq_639_1,Average,0.39666666666666667,,,
freq_699_1,0.0,0.49,0.72,0.59,83
freq_699_1,1.0,0.25,0.28,0.26,89
freq_699_1,2.0,0.52,0.17,0.26,76
freq_699_1,Average,0.42,,,
freq_709_1,0.0,0.54,0.71,0.61,83
freq_709_1,1.0,0.33,0.4,0.36,89
freq_709_1,2.0,0.55,0.21,0.3,76
freq_709_1,Average,0.4733333333333334,,,
freq_091_2,0.0,0.51,0.29,0.37,83
freq_091_2,1.0,0.52,0.27,0.36,89
freq_091_2,2.0,0.43,0.87,0.57,76
freq_091_2,Average,0.48666666666666664,,,
freq_122_2,0.0,0.49,0.41,0.44,83
freq_122_2,1.0,0.62,0.2,0.31,89
freq_122_2,2.0,0.46,0.89,0.6,76
freq_122_2,Average,0.5233333333333333,,,
freq_649_2,0.0,0.48,0.92,0.63,83
freq_649_2,1.0,0.41,0.19,0.26,89
freq_649_2,2.0,0.8,0.51,0.62,76
freq_649_2,Average,0.5633333333333334,,,
freq_010_3,0.0,0.49,0.34,0.4,83
freq_010_3,1.0,0.67,0.39,0.5,89
freq_010_3,2.0,0.49,0.89,0.63,76
freq_010_3,Average,0.55,,,
freq_020_3,0.0,0.52,0.53,0.53,83
freq_020_3,1.0,0.73,0.4,0.52,89
freq_020_3,2.0,0.51,0.78,0.62,76
freq_020_3,Average,0.5866666666666667,,,
freq_030_3,0.0,0.54,0.67,0.6,83
freq_030_3,1.0,0.79,0.37,0.5,89
freq_030_3,2.0,0.63,0.84,0.72,76
freq_030_3,Average,0.6533333333333333,,,
freq_041_3,0.0,0.56,0.59,0.58,83
freq_041_3,1.0,0.74,0.47,0.58,89
freq_041_3,2.0,0.59,0.8,0.68,76
freq_041_3,Average,0.63,,,
freq_051_3,0.0,0.5,0.41,0.45,83
freq_051_3,1.0,0.64,0.39,0.49,89
freq_051_3,2.0,0.5,0.83,0.63,76
freq_051_3,Average,0.5466666666666667,,,
freq_061_3,0.0,0.5,0.43,0.46,83
freq_061_3,1.0,0.61,0.38,0.47,89
freq_061_3,2.0,0.52,0.82,0.63,76
freq_061_3,Average,0.5433333333333333,,,
freq_071_3,0.0,0.46,0.49,0.47,83
freq_071_3,1.0,0.55,0.19,0.28,89
freq_071_3,2.0,0.49,0.82,0.61,76
freq_071_3,Average,0.5,,,
freq_081_3,0.0,0.57,0.48,0.52,83
freq_081_3,1.0,0.52,0.39,0.45,89
freq_081_3,2.0,0.59,0.87,0.71,76
freq_081_3,Average,0.5599999999999999,,,
freq_091_3,0.0,0.72,0.28,0.4,83
freq_091_3,1.0,0.5,0.57,0.53,89
freq_091_3,2.0,0.59,0.88,0.71,76
freq_091_3,Average,0.6033333333333334,,,
freq_101_3,0.0,0.66,0.4,0.5,83
freq_101_3,1.0,0.48,0.43,0.45,89
freq_101_3,2.0,0.59,0.92,0.72,76
freq_101_3,Average,0.5766666666666667,,,
freq_111_3,0.0,0.84,0.45,0.58,83
freq_111_3,1.0,0.55,0.53,0.54,89
freq_111_3,2.0,0.61,0.95,0.74,76
freq_111_3,Average,0.6666666666666666,,,
freq_122_3,0.0,0.68,0.47,0.56,83
freq_122_3,1.0,0.45,0.37,0.4,89
freq_122_3,2.0,0.6,0.92,0.73,76
freq_122_3,Average,0.5766666666666667,,,
freq_132_3,0.0,0.62,0.46,0.53,83
freq_132_3,1.0,0.57,0.42,0.48,89
freq_132_3,2.0,0.56,0.89,0.69,76
freq_132_3,Average,0.5833333333333334,,,
freq_142_3,0.0,0.59,0.39,0.47,83
freq_142_3,1.0,0.5,0.34,0.4,89
freq_142_3,2.0,0.53,0.93,0.68,76
freq_142_3,Average,0.5399999999999999,,,
freq_152_3,0.0,0.52,0.39,0.44,83
freq_152_3,1.0,0.53,0.35,0.42,89
freq_152_3,2.0,0.52,0.88,0.66,76
freq_152_3,Average,0.5233333333333333,,,
freq_162_3,0.0,0.55,0.33,0.41,83
freq_162_3,1.0,0.52,0.46,0.49,89
freq_162_3,2.0,0.58,0.92,0.71,76
freq_162_3,Average,0.5499999999999999,,,
freq_172_3,0.0,0.55,0.37,0.45,83
freq_172_3,1.0,0.49,0.34,0.4,89
freq_172_3,2.0,0.53,0.92,0.68,76
freq_172_3,Average,0.5233333333333333,,,
freq_182_3,0.0,0.48,0.4,0.43,83
freq_182_3,1.0,0.39,0.26,0.31,89
freq_182_3,2.0,0.57,0.89,0.69,76
freq_182_3,Average,0.48,,,
freq_193_3,0.0,0.49,0.45,0.47,83
freq_193_3,1.0,0.39,0.21,0.28,89
freq_193_3,2.0,0.54,0.88,0.67,76
freq_193_3,Average,0.47333333333333333,,,
freq_203_3,0.0,0.53,0.55,0.54,83
freq_203_3,1.0,0.42,0.16,0.23,89
freq_203_3,2.0,0.53,0.89,0.67,76
freq_203_3,Average,0.49333333333333335,,,
freq_213_3,0.0,0.56,0.47,0.51,83
freq_213_3,1.0,0.46,0.35,0.39,89
freq_213_3,2.0,0.59,0.86,0.7,76
freq_213_3,Average,0.5366666666666666,,,
freq_223_3,0.0,0.53,0.37,0.44,83
freq_223_3,1.0,0.42,0.3,0.35,89
freq_223_3,2.0,0.56,0.93,0.7,76
freq_223_3,Average,0.5033333333333333,,,
freq_233_3,0.0,0.47,0.48,0.47,83
freq_233_3,1.0,0.49,0.21,0.3,89
freq_233_3,2.0,0.56,0.91,0.69,76
freq_233_3,Average,0.5066666666666667,,,
freq_243_3,0.0,0.53,0.57,0.55,83
freq_243_3,1.0,0.31,0.12,0.18,89
freq_243_3,2.0,0.53,0.87,0.66,76
freq_243_3,Average,0.4566666666666667,,,
freq_253_3,0.0,0.53,0.63,0.57,83
freq_253_3,1.0,0.36,0.04,0.08,89
freq_253_3,2.0,0.5,0.92,0.65,76
freq_253_3,Average,0.4633333333333334,,,
freq_264_3,0.0,0.51,0.75,0.6,83
freq_264_3,1.0,0.57,0.04,0.08,89
freq_264_3,2.0,0.55,0.87,0.68,76
freq_264_3,Average,0.5433333333333333,,,
freq_274_3,0.0,0.48,0.52,0.5,83
freq_274_3,1.0,0.52,0.13,0.21,89
freq_274_3,2.0,0.5,0.89,0.64,76
freq_274_3,Average,0.5,,,
freq_284_3,0.0,0.47,0.61,0.53,83
freq_284_3,1.0,0.41,0.08,0.13,89
freq_284_3,2.0,0.56,0.89,0.69,76
freq_284_3,Average,0.48,,,
freq_294_3,0.0,0.43,0.57,0.49,83
freq_294_3,1.0,0.36,0.04,0.08,89
freq_294_3,2.0,0.53,0.89,0.67,76
freq_294_3,Average,0.44,,,
freq_304_3,0.0,0.48,0.58,0.52,83
freq_304_3,1.0,0.53,0.09,0.15,89
freq_304_3,2.0,0.49,0.86,0.62,76
freq_304_3,Average,0.5,,,
freq_314_3,0.0,0.45,0.52,0.48,83
freq_314_3,1.0,0.33,0.06,0.1,89
freq_314_3,2.0,0.52,0.93,0.67,76
freq_314_3,Average,0.43333333333333335,,,
freq_324_3,0.0,0.45,0.54,0.49,83
freq_324_3,1.0,0.41,0.08,0.13,89
freq_324_3,2.0,0.5,0.86,0.63,76
freq_324_3,Average,0.4533333333333333,,,
freq_334_3,0.0,0.51,0.51,0.51,83
freq_334_3,1.0,0.33,0.11,0.17,89
freq_334_3,2.0,0.51,0.92,0.66,76
freq_334_3,Average,0.45,,,
freq_345_3,0.0,0.5,0.66,0.57,83
freq_345_3,1.0,0.6,0.07,0.12,89
freq_345_3,2.0,0.53,0.91,0.67,76
freq_345_3,Average,0.5433333333333333,,,
freq_355_3,0.0,0.5,0.6,0.54,83
freq_355_3,1.0,0.61,0.12,0.21,89
freq_355_3,2.0,0.54,0.92,0.68,76
freq_355_3,Average,0.5499999999999999,,,
freq_365_3,0.0,0.47,0.59,0.52,83
freq_365_3,1.0,0.62,0.09,0.16,89
freq_365_3,2.0,0.53,0.91,0.67,76
freq_365_3,Average,0.5399999999999999,,,
freq_375_3,0.0,0.44,0.42,0.43,83
freq_375_3,1.0,0.26,0.07,0.11,89
freq_375_3,2.0,0.49,0.93,0.64,76
freq_375_3,Average,0.39666666666666667,,,
freq_385_3,0.0,0.43,0.48,0.45,83
freq_385_3,1.0,0.4,0.09,0.15,89
freq_385_3,2.0,0.51,0.91,0.65,76
freq_385_3,Average,0.4466666666666667,,,
freq_395_3,0.0,0.49,0.51,0.5,83
freq_395_3,1.0,0.47,0.09,0.15,89
freq_395_3,2.0,0.48,0.92,0.63,76
freq_395_3,Average,0.48,,,
freq_405_3,0.0,0.49,0.58,0.53,83
freq_405_3,1.0,0.61,0.12,0.21,89
freq_405_3,2.0,0.51,0.89,0.65,76
freq_405_3,Average,0.5366666666666667,,,
freq_416_3,0.0,0.44,0.49,0.46,83
freq_416_3,1.0,0.47,0.09,0.15,89
freq_416_3,2.0,0.49,0.88,0.63,76
freq_416_3,Average,0.4666666666666666,,,
freq_426_3,0.0,0.48,0.55,0.51,83
freq_426_3,1.0,0.75,0.07,0.12,89
freq_426_3,2.0,0.47,0.89,0.62,76
freq_426_3,Average,0.5666666666666667,,,
freq_436_3,0.0,0.48,0.59,0.53,83
freq_436_3,1.0,0.42,0.06,0.1,89
freq_436_3,2.0,0.5,0.88,0.64,76
freq_436_3,Average,0.4666666666666666,,,
freq_446_3,0.0,0.46,0.49,0.47,83
freq_446_3,1.0,0.55,0.12,0.2,89
freq_446_3,2.0,0.49,0.89,0.64,76
freq_446_3,Average,0.5,,,
freq_456_3,0.0,0.47,0.55,0.51,83
freq_456_3,1.0,0.4,0.09,0.15,89
freq_456_3,2.0,0.54,0.93,0.69,76
freq_456_3,Average,0.47000000000000003,,,
freq_466_3,0.0,0.46,0.55,0.51,83
freq_466_3,1.0,0.7,0.08,0.14,89
freq_466_3,2.0,0.46,0.84,0.6,76
freq_466_3,Average,0.5399999999999999,,,
freq_476_3,0.0,0.49,0.48,0.48,83
freq_476_3,1.0,0.42,0.11,0.18,89
freq_476_3,2.0,0.49,0.92,0.64,76
freq_476_3,Average,0.4666666666666666,,,
freq_486_3,0.0,0.51,0.58,0.54,83
freq_486_3,1.0,0.55,0.07,0.12,89
freq_486_3,2.0,0.48,0.89,0.62,76
freq_486_3,Average,0.5133333333333333,,,
freq_517_3,0.0,0.53,0.61,0.57,83
freq_517_3,1.0,0.6,0.07,0.12,89
freq_517_3,2.0,0.49,0.91,0.64,76
freq_517_3,Average,0.5399999999999999,,,
freq_527_3,0.0,0.53,0.58,0.55,83
freq_527_3,1.0,0.67,0.13,0.22,89
freq_527_3,2.0,0.49,0.89,0.63,76
freq_527_3,Average,0.5633333333333334,,,
freq_537_3,0.0,0.47,0.39,0.42,83
freq_537_3,1.0,0.6,0.3,0.4,89
freq_537_3,2.0,0.51,0.91,0.65,76
freq_537_3,Average,0.5266666666666666,,,
freq_547_3,0.0,0.48,0.51,0.49,83
freq_547_3,1.0,0.21,0.04,0.07,89
freq_547_3,2.0,0.49,0.91,0.64,76
freq_547_3,Average,0.3933333333333333,,,
freq_557_3,0.0,0.52,0.53,0.53,83
freq_557_3,1.0,0.47,0.1,0.17,89
freq_557_3,2.0,0.48,0.91,0.62,76
freq_557_3,Average,0.49,,,
freq_568_3,0.0,0.51,0.53,0.52,83
freq_568_3,1.0,0.25,0.03,0.06,89
freq_568_3,2.0,0.46,0.91,0.61,76
freq_568_3,Average,0.4066666666666667,,,
freq_578_3,0.0,0.46,0.4,0.43,83
freq_578_3,1.0,0.46,0.13,0.21,89
freq_578_3,2.0,0.47,0.92,0.62,76
freq_578_3,Average,0.4633333333333334,,,
freq_588_3,0.0,0.52,0.59,0.55,83
freq_588_3,1.0,0.83,0.06,0.11,89
freq_588_3,2.0,0.48,0.93,0.64,76
freq_588_3,Average,0.61,,,
freq_598_3,0.0,0.51,0.57,0.53,83
freq_598_3,1.0,0.5,0.08,0.14,89
freq_598_3,2.0,0.5,0.92,0.65,76
freq_598_3,Average,0.5033333333333333,,,
freq_608_3,0.0,0.41,0.41,0.41,83
freq_608_3,1.0,0.59,0.11,0.19,89
freq_608_3,2.0,0.46,0.89,0.6,76
freq_608_3,Average,0.48666666666666664,,,
freq_618_3,0.0,0.44,0.46,0.45,83
freq_618_3,1.0,0.47,0.08,0.13,89
freq_618_3,2.0,0.46,0.89,0.61,76
freq_618_3,Average,0.4566666666666666,,,
freq_628_3,0.0,0.46,0.54,0.5,83
freq_628_3,1.0,0.56,0.06,0.1,89
freq_628_3,2.0,0.48,0.88,0.62,76
freq_628_3,Average,0.5,,,
freq_639_3,0.0,0.51,0.57,0.53,83
freq_639_3,1.0,0.57,0.09,0.16,89
freq_639_3,2.0,0.48,0.88,0.62,76
freq_639_3,Average,0.52,,,
freq_649_3,0.0,0.55,0.61,0.58,83
freq_649_3,1.0,0.58,0.12,0.2,89
freq_649_3,2.0,0.48,0.86,0.61,76
freq_649_3,Average,0.5366666666666666,,,
freq_659_3,0.0,0.5,0.52,0.51,83
freq_659_3,1.0,0.37,0.08,0.13,89
freq_659_3,2.0,0.47,0.88,0.61,76
freq_659_3,Average,0.4466666666666666,,,
freq_669_3,0.0,0.5,0.61,0.55,83
freq_669_3,1.0,0.53,0.1,0.17,89
freq_669_3,2.0,0.53,0.91,0.67,76
freq_669_3,Average,0.52,,,
freq_679_3,0.0,0.49,0.47,0.48,83
freq_679_3,1.0,0.5,0.13,0.21,89
freq_679_3,2.0,0.47,0.89,0.62,76
freq_679_3,Average,0.48666666666666664,,,
freq_689_3,0.0,0.43,0.45,0.44,83
freq_689_3,1.0,0.52,0.12,0.2,89
freq_689_3,2.0,0.48,0.88,0.62,76
freq_689_3,Average,0.4766666666666666,,,
freq_699_3,0.0,0.46,0.49,0.47,83
freq_699_3,1.0,0.27,0.03,0.06,89
freq_699_3,2.0,0.48,0.93,0.64,76
freq_699_3,Average,0.4033333333333333,,,
freq_709_3,0.0,0.49,0.61,0.54,83
freq_709_3,1.0,0.71,0.06,0.1,89
freq_709_3,2.0,0.51,0.91,0.65,76
freq_709_3,Average,0.57,,,
freq_720_3,0.0,0.45,0.46,0.46,83
freq_720_3,1.0,0.5,0.09,0.15,89
freq_720_3,2.0,0.45,0.88,0.6,76
freq_720_3,Average,0.4666666666666666,,,
freq_730_3,0.0,0.48,0.52,0.5,83
freq_730_3,1.0,0.54,0.08,0.14,89
freq_730_3,2.0,0.46,0.88,0.6,76
freq_730_3,Average,0.49333333333333335,,,
freq_740_3,0.0,0.53,0.49,0.51,83
freq_740_3,1.0,0.58,0.12,0.2,89
freq_740_3,2.0,0.48,0.95,0.63,76
freq_740_3,Average,0.5299999999999999,,,
freq_750_3,0.0,0.48,0.57,0.52,83
freq_750_3,1.0,0.67,0.13,0.22,89
freq_750_3,2.0,0.5,0.88,0.64,76
freq_750_3,Average,0.5499999999999999,,,
